App,Category,Rating,Reviews,Size,Installs,Paid/Free,Price,Content Rating,Ad Supported,In App Purchases,Editors Choice
"100000+ Messages - DP, Status, Jokes & GIF 2018",LIFESTYLE,3.7,121,38,10000,Free,0,Mature 17+,Yes,No,No
Koran Read &MP3 30 Juz Offline,BOOKS_AND_REFERENCE,4.8,29551,67,1000000,Free,0,Everyone,Yes,Yes,No
Rival Stars Horse Racing,SPORTS,4.5,149330,270,5000000,Free,0,Everyone,Yes,Yes,Yes
Bike Computer - GPS Cycling Tracker,HEALTH_AND_FITNESS,4.4,12029,43,1000000,Free,0,Everyone,Yes,No,No
家族アルバム wellnote 子供の写真や動画を整理、共有,Others,4.3,3085,270,500000,Free,0,Everyone,No,No,Yes
Patook - make platonic friends,Others,4,3677,50,100000,Free,0,Mature 17+,Yes,No,No
DMR BrandMeister Tool,COMMUNICATION,3.3,78,25,10000,Free,0,Everyone,No,No,No
CYANOGEN GO Launcher EX Theme,PERSONALIZATION,4.3,60298,13,5000000,Free,0,Everyone,No,No,No
Flights,Others,4.4,18039,31,1000000,Free,0,Everyone,No,No,No
Fitness & Bodybuilding,HEALTH_AND_FITNESS,,95201,61,5000000,Free,0,Everyone,Yes,Yes,No
Color Changer Pro [root],PERSONALIZATION,4.5,69,0.951,1000,Paid,0.99,Everyone,No,No,No
Sprig by CO-OP,FINANCE,2.9,,18,10000,Free,0,Everyone,No,No,No
Cloud DX Connected Health,HEALTH_AND_FITNESS,5,6,11,100,Free,0,Everyone,No,No,No
GoPlus Cam,Others,3.5,3484,41,500000,Free,0,Everyone,No,No,No
Dragon Heroes Tactics,Others,4.3,4882,270,100000,Free,0,Everyone,No,Yes,Yes
Farming Simulator 16,FAMILY,4.2,32812,14,500000,Paid,2.99,Everyone,Yes,Yes,No
"Calculator - free calculator, multi calculator app",TOOLS,4.6,25592,75,10000000,Free,0,Everyone,Yes,No,No
Sya9a Maroc - FR,FAMILY,4.5,38,53,5000,Free,0,Everyone,Yes,No,No
N-Back,FAMILY,4.1,413,0.93,10000,Free,0,Everyone,No,No,No
Dialer theme Droid L,PERSONALIZATION,4.3,,28,100000,Free,0,Mature 17+,Yes,No,No
Signal Spy - Monitor Signal Strength & Data Usage,TOOLS,4.4,875,85,100000,Free,0,Everyone,Yes,Yes,No
"Domain Real Estate & Property - Buy, rent or sell",Others,4.4,28124,270,1000000,Free,0,Everyone,Yes,No,Yes
Case Simulator Hero for CS:GO,FAMILY,4.3,14604,68,500000,Free,0,Teen,Yes,Yes,No
Nuke Em All,FAMILY,3.4,2714,52,500000,Free,0,Mature 17+,Yes,Yes,No
Furrion ES Control,Others,1.8,26,27,5000,Free,0,Everyone,No,No,No
Bubble Witch 3 Saga,GAME,4.7,312204,78,19970000,Free,0,Everyone,Yes,Yes,Yes
AP ENPS Mobile,PRODUCTIVITY,4.1,22,0.545,5000,Free,0,Everyone,No,No,No
Summer Pop,Others,4.1,12763,270,500000,Free,0,Everyone,Yes,Yes,Yes
"Lifesum - Diet Plan, Macro Calculator & Food Diary",HEALTH_AND_FITNESS,4.5,278785,270,10000000,Free,0,Everyone,No,Yes,Yes
To the Moon,Others,4.6,3940,270,50000,Paid,4.99,Everyone,No,No,Yes
Essential Resources,Others,4.6,237,0.085,50000,Free,0,Everyone,No,No,No
Maleficent Free Fall,FAMILY,4.4,312204,37,10000000,Free,0,Everyone,Yes,Yes,No
Company Kitchen,LIFESTYLE,2.8,81,77,10000,Free,0,Everyone,Yes,No,No
Tamago egg,GAME,3,49,71,5000,Free,0,Everyone,Yes,Yes,No
EH kontrollrakendus,TOOLS,3.4,43,23,5000,Free,0,Everyone,No,No,No
Best Buy,Others,4.4,186116,34,5000000,Free,0,Everyone,Yes,No,No
Battle Result Predictor for CR,TOOLS,4.2,7063,17,1000000,Free,0,Everyone,Yes,No,No
EH!,LIFESTYLE,4.6,10,87,1000,Free,0,Everyone,No,Yes,No
K keyboard - Myanmar,TOOLS,4.8,1955,14,100000,Free,0,Everyone,Yes,No,No
Crime Wars S. Andreas,GAME,4.3,5785,93,500000,Free,0,Teen,Yes,No,No
Roland DG Mobile Panel,TOOLS,2.8,27,34,1000,Free,0,Everyone,No,No,No
BZ Conferencing,TOOLS,4.7,,29,1000,Free,0,Everyone,No,No,No
Prosperity,Others,5,16,23,100,Free,0,Everyone,No,No,No
Study Checker,Others,4.2,3816,26,500000,Free,0,Everyone,Yes,No,No
Discover Mobile,FINANCE,4.6,87951,68,5000000,Free,0,Everyone,Yes,No,No
Dating.dk,Others,3.7,2111,11,100000,Free,0,Mature 17+,No,Yes,No
GollerCepte 1903,SPORTS,4.7,25172,30,500000,Free,0,Everyone,Yes,Yes,No
AO Surgery Reference,MEDICAL,4.7,2570,38,100000,Free,0,Everyone,No,No,No
Forgotten Hill: Puppeteer,GAME,4.5,2917,22,100000,Free,0,Teen,Yes,Yes,No
Asphalt Xtreme: Rally Racing,GAME,,312204,39,10000000,Free,0,Everyone,Yes,Yes,Yes
BZ Reminder PRO,BUSINESS,4.8,726,54,1000,Paid,3.99,Everyone,No,No,No
"EMI, FD, RD - Bank Calculator",FINANCE,4.7,42,35,5000,Free,0,Everyone,Yes,No,No
Dream League Soccer,SPORTS,4.5,312204,270,19970000,Free,0,Everyone,Yes,Yes,Yes
CP RACING 2 FREE,FAMILY,4,4607,19,100000,Free,0,Everyone,Yes,No,No
Oxford A-Z of English Usage,BOOKS_AND_REFERENCE,4,5300,11,1000000,Free,0,Everyone,Yes,Yes,No
C BOOK-C PROGRAMS,FAMILY,4.8,138,21,10000,Free,0,Everyone,Yes,No,No
Deck Advisor for CR,TOOLS,4.1,37975,23,5000000,Free,0,Everyone,Yes,No,No
背包地圖：背包客棧旅遊景點地圖,Others,4.6,9163,270,100000,Free,0,Everyone,Yes,Yes,Yes
HPlus,HEALTH_AND_FITNESS,2.9,1786,59,100000,Free,0,Everyone,No,No,No
Knife Hit,GAME,4.5,312204,60,10000000,Free,0,Everyone,Yes,Yes,No
All Email Providers,COMMUNICATION,4.1,20901,73,1000000,Free,0,Everyone,Yes,No,No
Looper!,GAME,4.6,48256,62,1000000,Free,0,Everyone,Yes,Yes,No
Slidey®: Block Puzzle,Others,4.4,61985,270,5000000,Free,0,Everyone,Yes,Yes,Yes
AE Order,TOOLS,4.1,19,0.317,1000,Free,0,Everyone,No,No,No
飛比價格 - 購物拍賣比價找便宜必備小幫手 - Feebee,Others,4.6,21571,270,1000000,Free,0,Everyone,Yes,No,Yes
AZ Screen Recorder pro,TOOLS,4,60,37,5000,Free,0,Everyone,Yes,No,No
Range Master: Sniper Academy,SPORTS,4.1,91935,39,10000000,Free,0,Everyone,Yes,Yes,No
Zowi App,FAMILY,4.5,516,21,50000,Free,0,Everyone,No,No,No
Wrestling Revolution 3D,SPORTS,4.3,312204,51,19970000,Free,0,Teen,Yes,Yes,No
Glympse - Share GPS location,Others,4.2,112094,270,5000000,Free,0,Everyone,No,No,Yes
Da Fit,SPORTS,3.5,1151,83,10000,Free,0,Everyone,No,No,No
CR-V Service Manual,Others,4.2,12,88,500,Free,0,Everyone,Yes,No,No
AK Math Coach,FAMILY,3.6,283,18,50000,Free,0,Everyone,Yes,No,No
Happy Fruits Bomb - Cube Blast,FAMILY,4.5,2150,20,500000,Free,0,Everyone,Yes,No,No
First Tech Federal CU,FINANCE,4.3,4290,24,50000,Free,0,Everyone,No,No,No
Parole Croce,Others,4.4,12450,270,1000000,Free,0,Everyone,Yes,Yes,Yes
ぴよ将棋 - ４０レベルで初心者から高段者まで楽しめる・無料の高機能将棋アプリ,Others,4.5,11363,270,500000,Free,0,Everyone,Yes,No,Yes
Journi Blog - Travel Journal & Diary,PHOTOGRAPHY,4.4,3425,270,100000,Free,0,Teen,No,Yes,Yes
Web Browser ( Fast & Secure Web Explorer),Others,4.4,2508,60,500000,Free,0,Everyone,Yes,No,No
WarFriends: PvP Shooter Game,Others,4.3,132920,270,1000000,Free,0,Teen,Yes,Yes,Yes
Bank Of Cyprus,FINANCE,4.1,1514,12,100000,Free,0,Everyone,No,No,No
Name Art Photo Editor - Focus n Filters,Others,4.4,8788,12,1000000,Free,0,Everyone,Yes,No,No
Casa de Bolsa Bx+ Móvil,FINANCE,3.4,5,88,500,Free,0,Everyone,No,No,No
Nick Jr. - Shows & Games,Others,4.2,8968,35,1000000,Free,0,Everyone,No,No,No
BombSquad Remote,GAME,4.1,13304,13,1000000,Free,0,Everyone,No,No,No
All Social Networks,Others,,22492,15,1000000,Free,0,Everyone,Yes,No,No
Where's My Water?,FAMILY,4.7,188740,69,1000000,Paid,1.99,Everyone,Yes,Yes,No
EZ Pass,TOOLS,2.5,15,0.228,5000,Free,0,Everyone,No,No,No
FC Red Bull Salzburg App,SPORTS,4.5,1526,89,50000,Free,0,Everyone,No,No,No
Ao Oni2,GAME,4.1,21223,48,1000000,Free,0,Teen,Yes,Yes,No
MelifeCam-M,Others,3.5,81,22,10000,Free,0,Everyone,No,No,No
MangoPlate - Restaurant Search,Others,4,5143,270,1000000,Free,0,Teen,Yes,No,Yes
R Programing Offline Tutorial,BOOKS_AND_REFERENCE,5,4,39,1000,Free,0,Everyone,Yes,No,No
CP Dialer,Others,4.3,64,33,50000,Free,0,Teen,No,No,No
CE on the go,TOOLS,4.4,79,37,10000,Free,0,Everyone,No,No,No
Sky Streaker - Gumball,GAME,,37513,31,5000000,Free,0,Everyone,Yes,No,No
Bubble,TOOLS,4.5,31621,0.208,5000000,Free,0,Everyone,No,No,No
FRAMED 2,Others,4.3,1302,270,50000,Paid,4.99,Teen,No,No,Yes
Stickman Legends: Shadow Offline Fighting Games DB,Others,4.4,312204,270,10000000,Free,0,Teen,Yes,Yes,Yes
Inventory & Barcode scanner & WIFI scanner,PRODUCTIVITY,4.6,1880,18,50000,Paid,1.49,Everyone,No,No,No
AC REMOTE UNIVERSAL-PRO,FAMILY,1.6,402,17,100000,Free,0,Everyone,Yes,No,No
Blur Image Background,PHOTOGRAPHY,3.9,129272,11,10000000,Free,0,Everyone,Yes,No,No
Smart Wi-Fi Hotspot PRO,COMMUNICATION,3.7,197,0.957,10000,Paid,2.99,Everyone,No,No,No
FD VR - Virtual App Launcher,Others,4.1,1463,74,100000,Free,0,Everyone,No,No,No
Google Ads,BUSINESS,4.3,29313,20,5000000,Free,0,Everyone,No,No,No
FiSwitch,TOOLS,4.8,615,20,10000,Paid,1.99,Everyone,No,No,No
Wordscapes,GAME,4.8,230710,87,10000000,Free,0,Everyone,Yes,Yes,No
My Little Pony: Harmony Quest,FAMILY,4.1,148295,26,10000000,Free,0,Everyone,Yes,Yes,No
Transenger – Ts Dating and Chat for Free,Others,3.6,8,14,1000,Free,0,Mature 17+,Yes,No,No
Lufthansa,Others,3.6,14544,43,1000000,Free,0,Everyone,Yes,No,No
Checkers,GAME,4.5,312204,33,10000000,Free,0,Everyone,Yes,No,No
TerraGenesis - Space Settlers,Others,4,260294,270,10000000,Free,0,Everyone,Yes,Yes,Yes
Order & Chaos 2: 3D MMO RPG,FAMILY,4.1,242722,54,10000000,Free,0,Teen,No,Yes,No
Learn alif ba ta,FAMILY,,23,35,10000,Free,0,Everyone,Yes,Yes,No
CP Plus Showcase,BUSINESS,4.3,236,70,50000,Free,0,Everyone,No,No,No
Squadron - Bullet Hell Shooter,GAME,4.2,177542,40,10000000,Free,0,Everyone,Yes,No,No
Pedi STAT,MEDICAL,4.6,,29,10000,Paid,5.49,Everyone,No,No,No
J-Novel Club,FAMILY,3.3,162,90,10000,Free,0,Teen,No,No,No
Yoga | Down Dog,HEALTH_AND_FITNESS,4.9,196842,270,5000000,Free,0,Teen,No,Yes,Yes
D.L. Evans Bank Mobile Banking,FINANCE,4.3,85,30,10000,Free,0,Everyone,No,No,No
EU Mobile Money Partenaire Commercial,FINANCE,4.3,70,39,10000,Free,0,Everyone,No,No,No
Tennis News and Scores,SPORTS,4.3,101,39,10000,Free,0,Everyone,Yes,No,No
"KAYAK - Flights, Hotels & Car Rental",Others,4.5,244228,270,10000000,Free,0,Everyone,Yes,No,Yes
Identity V,GAME,4.2,109263,38,1000000,Free,0,Teen,No,Yes,No
My Little Terrarium - Garden Idle,Others,4.4,33478,270,500000,Free,0,Everyone,Yes,Yes,Yes
Kids Balloon Pop Game Free 🎈,FAMILY,4.1,38021,19,10000000,Free,0,Everyone,Yes,Yes,No
E! News,Others,4,15443,25,1000000,Free,0,Teen,Yes,No,No
Robin - AI Voice Assistant,Others,4.2,55313,16,1000000,Free,0,Everyone,No,No,No
Super Jabber Jump,GAME,4.3,85882,23,10000000,Free,0,Everyone,Yes,Yes,No
EP Chain Reaction,FAMILY,3.9,249,21,10000,Free,0,Everyone,No,Yes,No
OnePlus Gallery,Others,3.8,5555,64,1000000,Free,0,Everyone,No,No,No
あなカレ【BL】無料ゲーム,FAMILY,4.7,6073,85,100000,Free,0,Mature 17+,No,Yes,No
Beat Blade: Dash Dance,Others,4.2,312204,270,10000000,Free,0,Mature 17+,Yes,Yes,Yes
Draw Color by Number - Sandbox Pixel Art,FAMILY,4.7,34279,24,1000000,Free,0,Everyone,Yes,Yes,No
Guns'n'Glory Premium,FAMILY,4.4,3570,21,100000,Paid,2.99,Everyone 10+,Yes,Yes,No
Trivia Crack,GAME,,312204,95,19970000,Free,0,Everyone,Yes,Yes,Yes
Learn Music Notes,FAMILY,4.7,143,44,1000,Paid,1.99,Everyone,No,No,No
I am innocent 🔎 Crime investigation Mystery games,Others,4.1,312204,270,5000000,Free,0,Teen,Yes,Yes,Yes
Debonairs Pizza,Others,3.8,3320,84,500000,Free,0,Everyone,No,No,No
McClatchy DC Bureau,Others,4.3,80,87,5000,Free,0,Everyone 10+,Yes,Yes,No
Hill Climb Racing,GAME,4.4,312204,63,19970000,Free,0,Everyone,Yes,Yes,No
Sync for reddit,Others,4.6,62740,86,500000,Free,0,Mature 17+,Yes,Yes,No
Vegas Crime Simulator,FAMILY,4.2,312204,99,19970000,Free,0,Teen,Yes,Yes,No
Hacker's Keyboard,PRODUCTIVITY,4.4,41418,12,1000000,Free,0,Everyone,No,No,No
pixiv,Others,4.2,86956,24,1000000,Free,0,Mature 17+,Yes,Yes,Yes
BP Log lite,LIFESTYLE,5,3,15,100,Free,0,Everyone,No,No,No
Video Status,Others,,6685,40,1000000,Free,0,Everyone,Yes,No,No
Archero,Others,4.4,312204,270,19970000,Free,0,Everyone 10+,Yes,Yes,Yes
KFC CZ,LIFESTYLE,2.8,1189,18,100000,Free,0,Everyone,No,No,No
FR Roster,TOOLS,4.1,174,12,5000,Free,0,Everyone,No,Yes,No
DF Night Selfies,PHOTOGRAPHY,4.3,194,15,10000,Free,0,Everyone,Yes,No,No
Police Field Interview FI Card,PRODUCTIVITY,4.5,112,24,1000,Paid,7.99,Everyone,No,No,No
Snapp,Others,4.5,37937,25,1000000,Free,0,Everyone,No,No,No
BW-DGS plugin,GAME,4.5,70,0.691,1000,Free,0,Everyone,No,No,No
Fuel Rewards® program,LIFESTYLE,4.6,32433,46,1000000,Free,0,Everyone,Yes,No,No
iTooch Mathématiques CP,FAMILY,4.3,1018,35,100000,Free,0,Everyone,Yes,Yes,No
"Pocket Plants - Idle Garden, Grow Plant Games",Others,4.5,33369,270,1000000,Free,0,Everyone,Yes,Yes,Yes
Photo frame,PHOTOGRAPHY,4.5,859,21,100000,Free,0,Everyone,Yes,No,No
Monitor Your Weight,HEALTH_AND_FITNESS,4.5,126017,43,5000000,Free,0,Everyone,Yes,Yes,No
Advanced EX for RENAULT,TOOLS,2.8,130,0.143,5000,Paid,4.99,Everyone,No,No,No
Crazy Colors: Bubbles Matching,FAMILY,4.6,3063,16,100000,Free,0,Everyone,No,No,No
Tiles Hop: EDM Rush!,Others,4.3,312204,270,19970000,Free,0,Teen,Yes,Yes,Yes
Advanced EX for KIA,TOOLS,3.3,257,0.16,5000,Paid,4.99,Everyone,No,No,No
V380s,Others,3.2,1919,81,500000,Free,0,Everyone,Yes,No,No
Real Racing 3,FAMILY,4.5,312204,71,10000000,Free,0,Everyone,No,Yes,No
Chest Simulator for Clash Royale,FAMILY,4.4,4756,33,100000,Free,0,Everyone,Yes,No,No
Tasty Town - Cooking & Restaurant Game 🍔🍟,Others,4.3,73070,270,1000000,Free,0,Everyone,Yes,Yes,Yes
Rolly Vortex,GAME,4.4,98123,40,10000000,Free,0,Teen,Yes,Yes,No
Gems or jewels ?,GAME,4.7,171448,13,10000000,Free,0,Teen,Yes,Yes,No
HTC Transfer Tool,TOOLS,4.3,40907,26,5000000,Free,0,Everyone,No,No,No
Five Nights at Freddy's 4,GAME,,21266,45,100000,Paid,2.99,Teen,No,No,No
Advanced EX for FIAT,TOOLS,3.5,138,0.141,5000,Paid,4.99,Everyone,No,No,No
M+,Others,4.9,198,91,10000,Free,0,Everyone,No,No,No
Hole.io,GAME,4.2,,85,10000000,Free,0,Teen,Yes,Yes,No
Wi-Fi Visualizer,TOOLS,3.9,132,26,50000,Free,0,Everyone,Yes,No,No
Servers Ultimate Pack B,TOOLS,4.3,668,13,50000,Free,0,Everyone,No,No,No
Free WiFi Connect,COMMUNICATION,3.9,167229,97,10000000,Free,0,Everyone,Yes,No,No
Baseball Boy!,GAME,3.4,148177,78,10000000,Free,0,Everyone,Yes,Yes,No
English with Lingualeo,Others,4.7,254519,27,5000000,Free,0,Everyone,No,Yes,No
DS router,TOOLS,3.8,253,15,50000,Free,0,Everyone,No,No,No
Fortune Quest: Savior,FAMILY,3.6,135,75,10000,Free,0,Everyone 10+,Yes,Yes,No
Recipe Keeper,Others,4.4,1962,22,100000,Free,0,Everyone,No,Yes,No
S Pen Keeper,TOOLS,3.8,560,0.314,50000,Free,0,Everyone,No,Yes,No
ESPN,SPORTS,3.9,312204,270,19970000,Free,0,Everyone 10+,Yes,Yes,Yes
Smashy Road: Arena,GAME,4.3,45558,53,5000000,Free,0,Everyone 10+,Yes,Yes,No
The Birdcage,Others,,15977,270,1000000,Free,0,Everyone,Yes,Yes,Yes
Assassin's Creed Identity,GAME,3.7,42529,92,500000,Paid,1.99,Teen,Yes,Yes,No
The Room Three,Others,4.9,101411,270,500000,Paid,3.99,Everyone,No,No,Yes
Love Nikki-Dress UP Queen,GAME,4.4,212524,93,5000000,Free,0,Everyone,No,Yes,No
Lazy Dogs,Others,4.3,5134,270,100000,Free,0,Everyone,Yes,Yes,Yes
Stop Smoking - EasyQuit free,HEALTH_AND_FITNESS,4.8,39068,40,500000,Free,0,Everyone,Yes,No,No
Rise of Kingdoms: Lost Crusade,Others,4.3,312204,270,10000000,Free,0,Everyone 10+,No,Yes,Yes
DT Manager,PRODUCTIVITY,4,9,31,500,Free,0,Everyone,No,No,No
FL Racing Manager 2015 Pro,SPORTS,4.4,656,22,5000,Paid,0.99,Everyone,No,No,No
Fr Daoud Lamei,Others,4.7,2036,68,100000,Free,0,Everyone,No,No,No
THE KING OF FIGHTERS-A 2012(F),GAME,4.4,312204,21,5000000,Free,0,Teen,Yes,No,No
스타일닷컴 - 패션브랜드 모음,Others,4.5,8564,270,500000,Free,0,Everyone,Yes,No,Yes
Learn 33 Languages Free - Mondly,Others,4.6,312204,270,10000000,Free,0,Everyone,No,Yes,Yes
"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.2,312204,60,10000000,Free,0,Everyone,Yes,No,No
Sudoku Master,GAME,4.4,58387,33,1000000,Free,0,Everyone,No,No,No
Canvas FL,FAMILY,4.9,36,94,1000,Free,0,Teen,No,No,No
ICカードリーダー by マネーフォワード,PRODUCTIVITY,4.1,1383,270,100000,Free,0,Everyone,No,No,Yes
TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,68,100000,Paid,4.99,Everyone,No,No,No
W-History Standalone,Others,3.2,38,15,1000,Paid,0.99,Everyone,No,No,No
Fancy Pants Adventures,GAME,4.7,55952,61,1000000,Free,0,Everyone 10+,Yes,Yes,No
DB Streckenagent,Others,3.9,4569,75,500000,Free,0,Everyone,No,No,No
"Canva: Graphic Design, Video Collage, Logo Maker",Others,4.7,312204,270,19970000,Free,0,Everyone,No,Yes,Yes
"FastMeet: Chat, Dating, Love",Others,4.2,22544,59,1000000,Free,0,Mature 17+,Yes,Yes,No
T-shirt design - Snaptee,LIFESTYLE,4.2,29756,45,1000000,Free,0,Everyone,No,No,No
Beautiful Widgets Free,PERSONALIZATION,3.9,25037,14,1000000,Free,0,Everyone,Yes,Yes,No
Pirate Code - PVP Battles at Sea,Others,4.4,44741,270,1000000,Free,0,Everyone 10+,Yes,Yes,Yes
WhatsApp Messenger,COMMUNICATION,4,312204,270,19970000,Free,0,Everyone,No,No,Yes
Roll the Ball® - slide puzzle,GAME,,312204,35,19970000,Free,0,Everyone,Yes,Yes,No
Background Changer & Eraser,PHOTOGRAPHY,4,2076,11,500000,Free,0,Teen,Yes,No,No
Easy Makeup Tutorials,LIFESTYLE,4.3,7287,50,1000000,Free,0,Everyone,Yes,No,No
WordBrain - Free classic word puzzle game,Others,4.4,312204,270,10000000,Free,0,Everyone,Yes,Yes,Yes
The CW,Others,4.4,288150,21,5000000,Free,0,Teen,Yes,No,No
Do Not Disturb! 2 - Challenge Your Prank Skills!,FAMILY,4,34417,48,1000000,Free,0,Everyone,Yes,Yes,No
Au Bon Pain,Others,,70,26,10000,Free,0,Everyone,No,No,No
AJ Bell Youinvest,FINANCE,2.8,135,53,10000,Free,0,Everyone,No,No,No
Black Theme Go Launcher EX,PERSONALIZATION,4.1,285,39,50000,Free,0,Teen,Yes,No,No
EP RSS Reader,COMMUNICATION,3.8,4,0.892,100,Free,0,Everyone,No,No,No
NETGEAR WiFi Analytics,TOOLS,4.1,9496,0.696,1000000,Free,0,Everyone,No,No,No
BanG Dream! Girls Band Party!,Others,4.5,103898,270,1000000,Free,0,Everyone,Yes,Yes,Yes
CV Maker for Job Applications:Photo Resume Builder,TOOLS,4,114,25,10000,Free,0,Everyone,Yes,No,No
SUMI SUMI : Matching Puzzle,Others,4.1,31062,270,1000000,Free,0,Everyone,Yes,Yes,Yes
Cell to Singularity - Evolution Never Ends,Others,4.5,191670,270,10000000,Free,0,Everyone 10+,Yes,Yes,Yes
Coast To Coast AM Insider,Others,3.9,4581,21,100000,Free,0,Everyone,No,No,No
Simple Gallery,TOOLS,4.5,28030,90,1000000,Free,0,Everyone,Yes,No,No
Exchange Bank - EB Mobile,FINANCE,4.6,8,31,1000,Free,0,Everyone,No,No,No
Bike Racing 3D,GAME,4.2,312204,14,19970000,Free,0,Everyone,Yes,Yes,No
Harkins Theatres,Others,4.3,1511,12,100000,Free,0,Everyone,No,No,No
배달요기요 - 기다림 없는 맛집 배달앱,Others,4.5,180557,270,10000000,Free,0,Everyone,No,No,Yes
Professor Online SEDUC-CE,FAMILY,4.1,188,46,10000,Free,0,Everyone,No,No,No
Mobills Budget Planner and Track your Finances,FINANCE,4.6,243316,270,5000000,Free,0,Everyone,No,Yes,Yes
EU Mobile Money,FINANCE,3.9,460,61,100000,Free,0,Everyone,No,No,No
R-TYPE,GAME,4.5,7687,23,100000,Paid,1.99,Everyone,No,No,No
10 Best Foods for You,HEALTH_AND_FITNESS,4,2490,38,500000,Free,0,Everyone 10+,Yes,No,No
Dragon Mania Legends,Others,4.5,312204,270,19970000,Free,0,Everyone,Yes,Yes,Yes
TI-84 CE Graphing Calculator Manual TI 84,FAMILY,5,1,27,100,Paid,4.99,Everyone,No,No,No
CamScanner (License),PRODUCTIVITY,4.4,26358,0.05,500000,Paid,1.99,Everyone,No,Yes,No
Fastlane: Road to Revenge,Others,4.6,312204,270,10000000,Free,0,Everyone,Yes,Yes,Yes
Cestovné poriadky CP,Others,4.6,2681,63,100000,Free,0,Everyone,Yes,Yes,No
Stardew Valley,Others,4.7,92543,270,1000000,Paid,4.99,Everyone 10+,No,No,Yes
DS-Students,FAMILY,4.8,5,84,100,Free,0,Everyone,No,No,No
愛料理 - 美食自己做,Others,4.8,72181,270,1000000,Free,0,Everyone,Yes,Yes,Yes
Airplane Fly Hawaii,FAMILY,4.1,83427,16,1000000,Free,0,Everyone,Yes,Yes,No
RO仙境傳說：守護永恆的愛,Others,4.2,52080,270,1000000,Free,0,Everyone 10+,No,No,Yes
T-Mobile DIGITS,COMMUNICATION,3,1820,33,100000,Free,0,Everyone,No,No,No
Blood Domination - BL Game,GAME,4.5,415,52,10000,Free,0,Mature 17+,Yes,Yes,No
Calendar Widget Month + Agenda,PRODUCTIVITY,4.2,60840,19,5000000,Free,0,Everyone,No,Yes,No
Hactar Go,FAMILY,4.8,97,35,1000,Paid,2.99,Everyone,No,Yes,No
noon shopping,Others,2.9,283784,270,10000000,Free,0,Everyone,No,No,Yes
Ebenezer AH,MEDICAL,4,4,27,500,Free,0,Everyone,No,No,No
3D Tennis,SPORTS,4.2,312204,13,19970000,Free,0,Everyone,Yes,Yes,No
Futurama: Worlds of Tomorrow,Others,4.1,,270,5000000,Free,0,Teen,Yes,Yes,Yes
Banking Calculator,FINANCE,4.5,3704,46,100000,Free,0,Everyone,Yes,Yes,No
ZOMBIE RIPPER,GAME,3.7,,94,500000,Free,0,Mature 17+,Yes,No,No
Soul of Eden,Others,4.3,33657,270,1000000,Free,0,Everyone 10+,No,Yes,Yes
Faketalk - Chatbot,GAME,4.2,63056,81,1000000,Free,0,Teen,Yes,No,No
DB LINK RGB,TOOLS,2.7,7,52,500,Free,0,Everyone,No,No,No
Tap Titans 2: Heroes Attack Titans. Clicker on!,Others,4.6,312204,270,10000000,Free,0,Everyone,Yes,Yes,Yes
EZ Web Video Cast | Chromecast,Others,4.1,1276,46,100000,Free,0,Everyone,No,No,No
OTOME of Ikemen cafe,FAMILY,4.5,1318,24,50000,Free,0,Teen,Yes,Yes,No
"Avast Cleanup & Boost, Phone Cleaner, Optimizer",TOOLS,4.5,312204,24,10000000,Free,0,Everyone,Yes,Yes,No
NeuroNation - Brain Training & Brain Games,Others,4.6,312204,270,10000000,Free,0,Everyone,Yes,Yes,Yes
The Pursuit of God,BOOKS_AND_REFERENCE,4.8,6,16,1000,Free,0,Everyone,Yes,No,No
Power Plug EV charger,Others,3.7,13,39,1000,Free,0,Everyone,No,No,No
Ben 10: Alien Experience,FAMILY,,82005,45,10000000,Free,0,Everyone 10+,Yes,No,No
FD VR - Virtual 3D Web Browser,FAMILY,3.8,729,30,100000,Free,0,Everyone,No,No,No
Golf Clash,SPORTS,4.3,312204,270,10000000,Free,0,Everyone,Yes,Yes,Yes
Mind Games Pro,FAMILY,4.6,15301,18,100000,Paid,2.99,Everyone,No,No,No
Manga Zero - Japanese cartoon and comic reader,Others,4.2,15194,15,1000000,Free,0,Teen,Yes,Yes,No
Kebab World - Chef Kitchen Restaurant Cooking Game,Others,4.4,58416,270,5000000,Free,0,Everyone,Yes,Yes,Yes
Allegiant,Others,3.1,5572,21,1000000,Free,0,Everyone,No,No,No
Play Tube,Others,4.3,15874,54,1000000,Free,0,Everyone,Yes,No,No
OB-GYN USMLE Stp2 CK 300 Q & A,MEDICAL,4.4,34,49,10000,Free,0,Everyone,No,No,No
DRAGON QUEST IV,FAMILY,4.7,1647,16,10000,Paid,14.99,Everyone,No,No,No
VZ Navigator for Galaxy S4,Others,3,2750,39,5000000,Free,0,Everyone,No,No,No
AK Interactive,FAMILY,4.3,734,13,10000,Free,0,Everyone,No,No,No
Photo Editor,PHOTOGRAPHY,4.3,42079,17,1000000,Free,0,Everyone,Yes,No,No
Fire Emblem Heroes,Others,4.4,312204,270,5000000,Free,0,Teen,No,Yes,Yes
Tap Tap Fish AbyssRium - Healing Aquarium (+VR),Others,4.2,312204,270,10000000,Free,0,Everyone,Yes,Yes,Yes
Learn Body Parts in English,FAMILY,4,7243,42,1000000,Free,0,Everyone,Yes,No,No
